Gene stable ID	Transcript stable ID
ENSG00000176340	1351
ENSG00000106049	11112
ENSG00000176928	51301
ENSG00000144136	6574
ENSG00000197894	128
ENSG00000133027	10400
ENSG00000109667	56606
ENSG00000002587	9957
ENSG00000135423	27165
ENSG00000069431	10060
ENSG00000147614	245972
ENSG00000146701	4191
ENSG00000062282	84649
ENSG00000167780	8435
ENSG00000136908	8818
ENSG00000188833	377841
ENSG00000197375	6584
ENSG00000150867	5305
ENSG00000124172	514
ENSG00000130717	83549
ENSG00000197818	23315
ENSG00000107614	1787
ENSG00000087053	8898
ENSG00000149485	3992
ENSG00000103257	8140
ENSG00000067842	492
ENSG00000110911	4891
ENSG00000116337	271
ENSG00000113396	28965
ENSG00000136960	5168
ENSG00000036565	6570
ENSG00000154269	5169
ENSG00000163114	5161
ENSG00000197496	81031
ENSG00000114923	6508
ENSG00000101945	6839
ENSG00000101323	54363
ENSG00000171302	124583
ENSG00000166411	3419
ENSG00000010256	7384
ENSG00000138801	9061
ENSG00000147224	5631
ENSG00000040933	3631
ENSG00000197355	91373
ENSG00000181867	94033
ENSG00000083123	594
ENSG00000065989	5141
ENSG00000155465	9056
ENSG00000103546	6530
ENSG00000167863	10476
ENSG00000152556	5213
ENSG00000167910	1581
ENSG00000162383	6512
ENSG00000162836	51205
ENSG00000105675	495
ENSG00000185352	266722
ENSG00000131373	26061
ENSG00000170786	195814
ENSG00000116761	1491
ENSG00000136521	4711
ENSG00000293412	2974
ENSG00000175567	7351
ENSG00000116704	23169
ENSG00000070526	55808
ENSG00000130304	376497
ENSG00000010379	6540
ENSG00000154025	125206
ENSG00000174502	115019
ENSG00000122194	5340
ENSG00000127884	1892
ENSG00000018625	477
ENSG00000149313	60496
ENSG00000164978	318
ENSG00000178127	4729
ENSG00000228716	1719
ENSG00000100078	50487
ENSG00000165264	4712
ENSG00000117834	200010
ENSG00000089472	9843
ENSG00000103202	4833
ENSG00000088002	6820
ENSG00000104774	4125
ENSG00000143379	9869
ENSG00000047249	51606
ENSG00000125430	9953
ENSG00000070915	6559
ENSG00000170961	3037
ENSG00000165060	2395
ENSG00000160211	2539
ENSG00000109586	51809
ENSG00000137869	1588
ENSG00000132915	5145
ENSG00000165970	9152
ENSG00000156510	80201
ENSG00000166743	116285
ENSG00000159267	3141
ENSG00000124299	5184
ENSG00000107242	8395
ENSG00000167900	7083
ENSG00000175535	5406
ENSG00000143156	29922
ENSG00000188257	5320
ENSG00000138135	9023
ENSG00000184381	8398
ENSG00000164405	27089
ENSG00000240857	57665
ENSG00000198695	4541
ENSG00000183032	89874
ENSG00000081800	6561
ENSG00000104879	1158
ENSG00000135390	517
ENSG00000122912	8034
ENSG00000163586	2168
ENSG00000072778	37
ENSG00000065518	4710
ENSG00000163902	6184
ENSG00000185808	51227
ENSG00000176095	9807
ENSG00000242515	54575
ENSG00000182858	79087
ENSG00000110435	8050
ENSG00000255974	1548
ENSG00000184207	283871
ENSG00000148344	9536
ENSG00000007001	151531
ENSG00000109929	6309
ENSG00000114268	5210
ENSG00000083807	10998
ENSG00000070748	1103
ENSG00000163106	27306
ENSG00000169738	51181
ENSG00000121879	5290
ENSG00000160868	1576
ENSG00000100294	27349
ENSG00000054983	2581
ENSG00000172508	57571
ENSG00000137825	3706
ENSG00000080166	1638
ENSG00000131979	2643
ENSG00000107159	768
ENSG00000179761	51268
ENSG00000129219	5338
ENSG00000180432	1582
ENSG00000111674	2026
ENSG00000225697	65010
ENSG00000038002	175
ENSG00000109452	8821
ENSG00000188089	123745
ENSG00000067113	8611
ENSG00000143398	8394
ENSG00000072682	8974
ENSG00000242366	54576
ENSG00000186526	11283
ENSG00000241878	23761
ENSG00000143753	8560
ENSG00000204084	3633
ENSG00000102743	10166
ENSG00000108786	3292
ENSG00000124253	5105
ENSG00000021826	1373
ENSG00000068745	51447
ENSG00000101438	140679
ENSG00000107798	3988
ENSG00000100156	23539
ENSG00000058866	1608
ENSG00000178802	4351
ENSG00000173599	5091
ENSG00000099998	2687
ENSG00000177239	11253
ENSG00000243480	279
ENSG00000115919	8942
ENSG00000065357	1606
ENSG00000001036	2519
ENSG00000169814	686
ENSG00000115944	9167
ENSG00000101464	128869
ENSG00000173540	29925
ENSG00000119227	80235
ENSG00000118094	11181
ENSG00000126264	10870
ENSG00000167792	4723
ENSG00000147647	1807
ENSG00000197713	6120
ENSG00000130066	6303
ENSG00000135740	6553
ENSG00000198964	259230
ENSG00000145284	79966
ENSG00000188676	169355
ENSG00000160200	875
ENSG00000136371	10588
ENSG00000138030	3795
ENSG00000157765	10568
ENSG00000133063	1118
ENSG00000101290	8760
ENSG00000138061	1545
ENSG00000114902	28972
ENSG00000165704	3251
ENSG00000010404	3423
ENSG00000107611	8029
ENSG00000119723	51004
ENSG00000250799	58510
ENSG00000160408	30815
ENSG00000110090	1374
ENSG00000184752	55967
ENSG00000161217	5130
ENSG00000148942	159963
ENSG00000108528	8402
ENSG00000197208	6583
ENSG00000130821	6535
ENSG00000140057	122481
ENSG00000115252	5136
ENSG00000188641	1806
ENSG00000164574	55568
ENSG00000169020	521
ENSG00000023330	211
ENSG00000129673	15
ENSG00000187714	6572
ENSG00000130208	341
ENSG00000182197	2131
ENSG00000167741	124975
ENSG00000105679	26330
ENSG00000104549	6713
ENSG00000091483	2271
ENSG00000113790	1962
ENSG00000162174	80150
ENSG00000064225	10402
ENSG00000138796	3033
ENSG00000100994	5834
ENSG00000166548	7084
ENSG00000069849	483
ENSG00000241360	57026
ENSG00000112695	1347
ENSG00000121310	55268
ENSG00000118596	9194
ENSG00000007171	4843
ENSG00000069943	9488
ENSG00000198754	64064
ENSG00000104325	1666
ENSG00000198650	6898
ENSG00000123983	2181
ENSG00000106605	644
ENSG00000135917	80704
ENSG00000112394	117247
ENSG00000172497	134526
ENSG00000147003	57393
ENSG00000115286	374291
ENSG00000120329	83884
ENSG00000174684	11041
ENSG00000120053	2805
ENSG00000239672	4830
ENSG00000089250	4842
ENSG00000197763	114112
ENSG00000183778	10317
ENSG00000124713	27232
ENSG00000146151	54511
ENSG00000140650	5373
ENSG00000138653	64579
ENSG00000143179	7371
ENSG00000186010	51079
ENSG00000105607	2639
ENSG00000170522	79071
ENSG00000115902	6509
ENSG00000002549	51056
ENSG00000172340	8801
ENSG00000015520	29881
ENSG00000015413	1800
ENSG00000139531	6821
ENSG00000239900	158
ENSG00000158008	2134
ENSG00000021461	64816
ENSG00000067829	3421
ENSG00000125257	10257
ENSG00000086696	3294
ENSG00000188784	30814
ENSG00000130234	59272
ENSG00000152127	4249
ENSG00000119772	1788
ENSG00000117009	8564
ENSG00000169710	2194
ENSG00000171174	64080
ENSG00000145494	4726
ENSG00000166825	290
ENSG00000181830	55343
ENSG00000114021	56954
ENSG00000152952	5352
ENSG00000123360	5153
ENSG00000138363	471
ENSG00000073756	5743
ENSG00000126091	6487
ENSG00000108515	2027
ENSG00000182333	8513
ENSG00000155886	25769
ENSG00000163406	6565
ENSG00000007168	5048
ENSG00000111669	7167
ENSG00000133056	5287
ENSG00000198721	10455
ENSG00000122254	9956
ENSG00000166741	4837
ENSG00000105851	5294
ENSG00000182199	6472
ENSG00000110446	51296
ENSG00000198804	4512
ENSG00000223572	548596
ENSG00000212907	4539
ENSG00000203797	8528
ENSG00000151151	253430
ENSG00000139629	11226
ENSG00000158864	4720
ENSG00000162882	23498
ENSG00000132330	51540
ENSG00000179918	22928
ENSG00000110203	2352
ENSG00000143772	3707
ENSG00000196547	4122
ENSG00000167325	6240
ENSG00000185013	93034
ENSG00000149483	51524
ENSG00000178921	5198
ENSG00000124406	10396
ENSG00000137106	9380
ENSG00000141552	51529
ENSG00000172893	1717
ENSG00000143199	55811
ENSG00000185813	5833
ENSG00000100116	23464
ENSG00000103569	366
ENSG00000141469	6563
ENSG00000006071	6833
ENSG00000172890	55191
ENSG00000139287	121278
ENSG00000156136	1633
ENSG00000127540	10975
ENSG00000111728	6489
ENSG00000116353	51102
ENSG00000059377	6916
ENSG00000084453	6579
ENSG00000093010	1312
ENSG00000083444	5351
ENSG00000138678	84803
ENSG00000050130	51528
ENSG00000241837	539
ENSG00000150768	1737
ENSG00000072210	224
ENSG00000138074	8884
ENSG00000157087	491
ENSG00000116649	6723
ENSG00000083720	5019
ENSG00000116984	4548
ENSG00000137491	11309
ENSG00000131203	3620
ENSG00000100344	80339
ENSG00000103056	55512
ENSG00000060982	586
ENSG00000131686	765
ENSG00000054179	954
ENSG00000183023	6546
ENSG00000172269	1798
ENSG00000004779	4706
ENSG00000187733	278
ENSG00000171604	51523
ENSG00000196344	131
ENSG00000106992	203
ENSG00000159228	873
ENSG00000136010	160428
ENSG00000164889	6522
ENSG00000206190	57194
ENSG00000099377	80270
ENSG00000164258	4724
ENSG00000131446	4245
ENSG00000165841	1557
ENSG00000079215	6507
ENSG00000204370	6392
ENSG00000134538	10599
ENSG00000151665	5281
ENSG00000170516	170712
ENSG00000163817	54716
ENSG00000139514	6541
ENSG00000149809	7108
ENSG00000140740	7385
ENSG00000198130	26275
ENSG00000151729	291
ENSG00000169239	11238
ENSG00000137563	8836
ENSG00000120254	25902
ENSG00000171560	2243
ENSG00000103024	4832
ENSG00000163631	213
ENSG00000176597	84002
ENSG00000198727	4519
ENSG00000141526	9123
ENSG00000168393	1841
ENSG00000111371	81539
ENSG00000089057	9962
ENSG00000170634	98
ENSG00000070731	10610
ENSG00000105647	5296
ENSG00000119640	97
ENSG00000185875	79896
ENSG00000241644	11185
ENSG00000173262	144195
ENSG00000172482	189
ENSG00000152782	53354
ENSG00000241119	54600
ENSG00000130958	11046
ENSG00000086062	2683
ENSG00000186115	8529
ENSG00000170266	2720
ENSG00000077498	7299
ENSG00000197594	5167
ENSG00000158578	212
ENSG00000146039	10050
ENSG00000188338	10991
ENSG00000134575	53
ENSG00000090013	645
ENSG00000155530	136332
ENSG00000119523	85365
ENSG00000122126	4952
ENSG00000163581	6514
ENSG00000197121	80055
ENSG00000171004	90161
ENSG00000178537	788
ENSG00000169255	8706
ENSG00000047230	56474
ENSG00000139155	53919
ENSG00000100983	2937
ENSG00000008513	6482
ENSG00000050438	9498
ENSG00000112303	8875
ENSG00000150656	84735
ENSG00000169299	55276
ENSG00000047457	1356
ENSG00000139144	5288
ENSG00000274276	102724560
ENSG00000027847	11285
ENSG00000097021	11332
ENSG00000152463	55301
ENSG00000148288	26301
ENSG00000125458	30833
ENSG00000101890	2986
ENSG00000120137	79646
ENSG00000125877	3704
ENSG00000131495	4695
ENSG00000184005	256435
ENSG00000162368	51727
ENSG00000145692	635
ENSG00000099810	4507
ENSG00000165609	11164
ENSG00000140835	10164
ENSG00000109107	230
ENSG00000101333	5332
ENSG00000186335	153201
ENSG00000150787	5805
ENSG00000128311	7263
ENSG00000117592	9588
ENSG00000172817	9420
ENSG00000141934	8612
ENSG00000183077	125061
ENSG00000139180	4704
ENSG00000107165	7306
ENSG00000288702	54659
ENSG00000149541	26229
ENSG00000123453	1757
ENSG00000131067	2686
ENSG00000107902	64077
ENSG00000143153	481
ENSG00000182054	3418
ENSG00000118402	6785
ENSG00000139370	121260
ENSG00000136750	2572
ENSG00000203859	3284
ENSG00000174233	112
ENSG00000163281	132789
ENSG00000152455	79723
ENSG00000132681	480
ENSG00000130707	445
ENSG00000164879	761
ENSG00000073060	949
ENSG00000166123	84706
ENSG00000082212	4200
ENSG00000105929	50617
ENSG00000180251	389015
ENSG00000115419	2744
ENSG00000165282	84720
ENSG00000169826	55454
ENSG00000112337	10246
ENSG00000068120	80347
ENSG00000095303	5742
ENSG00000103375	343
ENSG00000197858	8733
ENSG00000171989	92483
ENSG00000049239	9563
ENSG00000197977	54898
ENSG00000156973	5147
ENSG00000074416	11343
ENSG00000117118	6390
ENSG00000241635	54658
ENSG00000237763	276
ENSG00000101986	215
ENSG00000136169	83852
ENSG00000169692	10555
ENSG00000152270	5140
ENSG00000167580	359
ENSG00000036473	5009
ENSG00000186792	8372
ENSG00000085662	231
ENSG00000244038	1650
ENSG00000111275	217
ENSG00000147119	56548
ENSG00000196177	36
ENSG00000103253	84264
ENSG00000106258	1577
ENSG00000118017	51146
ENSG00000065911	10797
ENSG00000086475	22929
ENSG00000104888	57030
ENSG00000166562	90701
ENSG00000136213	55501
ENSG00000115705	7173
ENSG00000108839	239
ENSG00000136542	11227
ENSG00000166136	4714
ENSG00000133805	272
ENSG00000135218	948
ENSG00000108576	6532
ENSG00000165646	6571
ENSG00000104885	84444
ENSG00000248144	126
ENSG00000180176	7054
ENSG00000187486	3767
ENSG00000113273	411
ENSG00000154027	26289
ENSG00000130957	8789
ENSG00000100024	51733
ENSG00000092068	23428
ENSG00000130035	26290
ENSG00000115159	2820
ENSG00000111885	4121
ENSG00000121281	113
ENSG00000068976	5837
ENSG00000019186	1591
ENSG00000086544	80271
ENSG00000125454	60386
ENSG00000074621	9187
ENSG00000109576	51166
ENSG00000100372	10478
ENSG00000122787	6718
ENSG00000197142	51703
ENSG00000109610	6649
ENSG00000111271	80724
ENSG00000151611	166785
ENSG00000033011	56052
ENSG00000101892	23439
ENSG00000109390	4717
ENSG00000164904	501
ENSG00000151229	114134
ENSG00000167114	10999
ENSG00000116711	5321
ENSG00000169764	7360
ENSG00000169021	7386
ENSG00000112541	10846
ENSG00000151552	5860
ENSG00000167508	4597
ENSG00000159921	10020
ENSG00000085871	4258
ENSG00000117620	23443
ENSG00000121691	847
ENSG00000290985	386757
ENSG00000073578	6389
ENSG00000177465	122970
ENSG00000136877	2356
ENSG00000157103	6529
ENSG00000177191	374907
ENSG00000124140	57468
ENSG00000099194	6319
ENSG00000233276	2876
ENSG00000152402	2977
ENSG00000140263	6652
ENSG00000189043	4697
ENSG00000129244	482
ENSG00000157064	23057
ENSG00000163082	130367
ENSG00000161653	162417
ENSG00000119125	9615
ENSG00000139344	144193
ENSG00000148795	1586
ENSG00000138777	27068
ENSG00000197506	64078
ENSG00000001084	2729
ENSG00000114956	1716
ENSG00000146477	6581
ENSG00000088386	6564
ENSG00000116981	84618
ENSG00000147100	6567
ENSG00000172461	10690
ENSG00000184470	10587
ENSG00000142657	5226
ENSG00000186281	150763
ENSG00000159399	3099
ENSG00000187210	2650
ENSG00000167315	10449
ENSG00000151012	23657
ENSG00000075239	38
ENSG00000163754	2992
ENSG00000074410	771
ENSG00000164867	4846
ENSG00000151376	10873
ENSG00000115525	8869
ENSG00000133313	55748
ENSG00000172113	10201
ENSG00000122729	48
ENSG00000160190	54020
ENSG00000137204	10864
ENSG00000144290	57282
ENSG00000198380	2673
ENSG00000136856	29988
ENSG00000062485	1431
ENSG00000088766	54675
ENSG00000106688	6505
ENSG00000163624	1040
ENSG00000117308	2582
ENSG00000157350	6483
ENSG00000184999	387775
ENSG00000113448	5144
ENSG00000139684	2098
ENSG00000163286	251
ENSG00000119689	1743
ENSG00000111058	79611
ENSG00000007216	9058
ENSG00000121053	8288
ENSG00000113492	64902
ENSG00000142168	6647
ENSG00000147408	55790
ENSG00000134326	129607
ENSG00000132517	55065
ENSG00000125375	27109
ENSG00000100033	5625
ENSG00000126522	435
ENSG00000139151	89869
ENSG00000143797	129642
ENSG00000139988	145226
ENSG00000158470	9334
ENSG00000144591	29926
ENSG00000186009	496
ENSG00000164707	26266
ENSG00000178741	9377
ENSG00000105379	2109
ENSG00000170525	5209
ENSG00000124212	5740
ENSG00000135069	29968
ENSG00000147606	115111
ENSG00000131459	9945
ENSG00000131748	10948
ENSG00000185883	527
ENSG00000187097	957
ENSG00000178445	2731
ENSG00000111012	1594
ENSG00000166796	3948
ENSG00000135437	5959
ENSG00000119537	2531
ENSG00000115758	4953
ENSG00000128683	2571
ENSG00000135697	53630
ENSG00000141401	3613
ENSG00000033627	535
ENSG00000163931	7086
ENSG00000144908	10840
ENSG00000203857	3283
ENSG00000132874	8170
ENSG00000100288	1120
ENSG00000111726	55907
ENSG00000135454	2583
ENSG00000166224	8879
ENSG00000013375	5238
ENSG00000157353	197258
ENSG00000250741	100526794
ENSG00000179085	54344
ENSG00000076351	113235
ENSG00000134294	54407
ENSG00000080819	1371
ENSG00000196839	100
ENSG00000169169	126129
ENSG00000184588	5142
ENSG00000158006	5051
ENSG00000183648	4707
ENSG00000198431	7296
ENSG00000148377	91734
ENSG00000151005	84076
ENSG00000100554	51382
ENSG00000176387	3291
ENSG00000100121	91227
ENSG00000143393	5298
ENSG00000139163	55500
ENSG00000135845	5279
ENSG00000143882	245973
ENSG00000166340	1200
ENSG00000186642	5138
ENSG00000119673	10965
ENSG00000156966	93010
ENSG00000185100	122622
ENSG00000105509	3036
ENSG00000143363	58497
ENSG00000103740	23205
ENSG00000173085	27235
ENSG00000293489	8418
ENSG00000182601	9951
ENSG00000161905	246
ENSG00000038274	27430
ENSG00000108381	443
ENSG00000133835	3295
ENSG00000123384	4035
ENSG00000113073	83697
ENSG00000158296	64849
ENSG00000139547	8608
ENSG00000111666	56994
ENSG00000159650	131669
ENSG00000146411	154091
ENSG00000198951	4668
ENSG00000148090	549
ENSG00000145217	10861
ENSG00000081181	384
ENSG00000148384	56623
ENSG00000105143	6511
ENSG00000127125	79717
ENSG00000121270	85320
ENSG00000198931	353
ENSG00000165644	118881
ENSG00000143149	223
ENSG00000198840	4537
ENSG00000159720	9114
ENSG00000156958	2585
ENSG00000000419	8813
ENSG00000159082	8867
ENSG00000179520	246213
ENSG00000071073	11320
ENSG00000122863	9469
ENSG00000146070	7941
ENSG00000171310	50515
ENSG00000160882	1584
ENSG00000156467	7381
ENSG00000132823	51526
ENSG00000177646	28976
ENSG00000060971	30
ENSG00000116882	51179
ENSG00000052802	6307
ENSG00000153933	8526
ENSG00000174876	277
ENSG00000109956	27087
ENSG00000198246	55315
ENSG00000140374	2108
ENSG00000122643	51251
ENSG00000146166	51557
ENSG00000104723	7991
ENSG00000004468	952
ENSG00000007350	8277
ENSG00000172331	669
ENSG00000065923	84679
ENSG00000213398	3931
ENSG00000141506	23533
ENSG00000162688	178
ENSG00000134216	27159
ENSG00000100652	6554
